item_id,name,category,quality_tier,quality_raw,upgrade_level,price,price_basis,local_confidence,staldata_fair_price,staldata_fair_price_status,staldata_fair_price_source,best_ask,market_ask_p20,active_lots,sales_count,sales_7d,sample_count,liquidity_score,risk_score,risk_level,confidence_score,confidence_level,segment_key
gy7p,Сетчатка,artefact/other_arts,uncommon,1,9,300000,low_data_history,low,300000,low_data,history_3h,,,0,2,2,2,4.0,100.0,high,20.0,low,RU:gy7p:artifact:uncommon:1:+9
gy7p,Сетчатка,artefact/other_arts,uncommon,1,10,379999,recent_30d,high,379999,ok,raw_30d,,,0,25,2,25,4.0,68.99,medium,100.0,high,RU:gy7p:artifact:uncommon:1:+10
gy7p,Сетчатка,artefact/other_arts,uncommon,1,11,189999,low_data_history,low,189999,low_data,history_3h,,,0,1,0,1,0.0,65.0,unknown,10.0,low,RU:gy7p:artifact:uncommon:1:+11
gy7p,Сетчатка,artefact/other_arts,uncommon,1,12,400000,low_data_history,low,400000,low_data,history_3h,,,0,4,1,4,2.0,52.9,medium,40.0,low,RU:gy7p:artifact:uncommon:1:+12
gy7p,Сетчатка,artefact/other_arts,uncommon,1,13,450000,older_history,medium,450000,low_data,history_3h,,,0,5,0,5,0.0,63.2,medium,50.0,medium,RU:gy7p:artifact:uncommon:1:+13
gy7p,Сетчатка,artefact/other_arts,uncommon,1,14,950000,low_data_history,low,950000,low_data,history_3h,,,0,1,0,1,0.0,65.0,unknown,10.0,low,RU:gy7p:artifact:uncommon:1:+14
gy7p,Сетчатка,artefact/other_arts,uncommon,1,15,549999,recent_7d,highest,549999,ok,raw_7d,,,0,104,16,104,32.0,56.74,medium,100.0,high,RU:gy7p:artifact:uncommon:1:+15
gy7p,Сетчатка,artefact/other_arts,special,2,0,145000,recent_7d,highest,145000,ok,raw_7d,230000,230000,49,528,145,528,100.0,39.6,medium,100.0,high,RU:gy7p:artifact:special:2:+0
gy7p,Сетчатка,artefact/other_arts,special,2,1,260000,low_data_history,low,260000,low_data,history_3h,,,0,2,0,2,0.0,35.0,medium,20.0,low,RU:gy7p:artifact:special:2:+1
gy7p,Сетчатка,artefact/other_arts,special,2,2,260000,low_data_history,low,260000,low_data,history_3h,,,0,2,0,2,0.0,41.37,medium,20.0,low,RU:gy7p:artifact:special:2:+2
gy7p,Сетчатка,artefact/other_arts,special,2,3,130000,low_data_history,low,130000,low_data,history_3h,,,0,1,0,1,0.0,65.0,unknown,10.0,low,RU:gy7p:artifact:special:2:+3
gy7p,Сетчатка,artefact/other_arts,special,2,4,390000,low_data_history,low,390000,low_data,history_3h,,,0,1,0,1,0.0,65.0,unknown,10.0,low,RU:gy7p:artifact:special:2:+4
gy7p,Сетчатка,artefact/other_arts,special,2,5,440000,recent_30d,high,440000,ok,raw_7d,,,0,39,4,39,10.0,58.36,medium,65.0,medium,RU:gy7p:artifact:special:2:+5
gy7p,Сетчатка,artefact/other_arts,special,2,6,370000,recent_30d,high,370000,ok,raw_30d,,,0,22,1,22,2.0,64.81,medium,100.0,high,RU:gy7p:artifact:special:2:+6
gy7p,Сетчатка,artefact/other_arts,special,2,7,450000,recent_30d,high,450000,ok,raw_30d,,,0,11,0,11,0.0,52.73,medium,100.0,high,RU:gy7p:artifact:special:2:+7
gy7p,Сетчатка,artefact/other_arts,special,2,8,650000,older_history,medium,650000,low_data,history_3h,,,0,7,1,7,2.0,56.37,medium,70.0,medium,RU:gy7p:artifact:special:2:+8
gy7p,Сетчатка,artefact/other_arts,special,2,9,650000,recent_30d,high,650000,ok,raw_30d,,,0,15,1,15,2.0,55.17,medium,100.0,high,RU:gy7p:artifact:special:2:+9
gy7p,Сетчатка,artefact/other_arts,special,2,10,799000,recent_7d,highest,799000,ok,raw_7d,,,0,97,12,97,24.0,50.93,medium,100.0,high,RU:gy7p:artifact:special:2:+10
gy7p,Сетчатка,artefact/other_arts,special,2,11,800000,older_history,medium,800000,low_data,history_3h,1000000,1000000,1,7,2,7,4.0,45.79,medium,70.0,medium,RU:gy7p:artifact:special:2:+11
gy7p,Сетчатка,artefact/other_arts,special,2,12,850000,recent_30d,high,850000,ok,raw_30d,,,0,13,3,13,6.0,67.62,medium,100.0,high,RU:gy7p:artifact:special:2:+12
gy7p,Сетчатка,artefact/other_arts,special,2,13,1220000,low_data_history,low,1220000,low_data,history_3h,,,0,2,0,2,0.0,45.31,medium,20.0,low,RU:gy7p:artifact:special:2:+13
gy7p,Сетчатка,artefact/other_arts,special,2,14,1300000,low_data_history,low,1300000,low_data,history_3h,,,0,2,0,2,0.0,39.16,medium,20.0,low,RU:gy7p:artifact:special:2:+14
gy7p,Сетчатка,artefact/other_arts,special,2,15,1000000,recent_7d,highest,1000000,ok,raw_7d,1133333,1142000,7,491,113,491,100.0,23.4,low,100.0,high,RU:gy7p:artifact:special:2:+15
gy7p,Сетчатка,artefact/other_arts,rare,3,0,3199999,recent_7d,highest,3199999,ok,raw_7d,3050000,3050000,13,54,15,54,30.0,38.67,medium,100.0,high,RU:gy7p:artifact:rare:3:+0
gy7p,Сетчатка,artefact/other_arts,rare,3,1,4500000,low_data_history,low,4500000,low_data,history_3h,,,0,1,0,1,0.0,65.0,unknown,10.0,low,RU:gy7p:artifact:rare:3:+1
gy7p,Сетчатка,artefact/other_arts,rare,3,3,3888888,active_ask_only,very_low,,unavailable,,3888888,3888888,1,0,0,0,0.0,65.0,unknown,0.0,low,RU:gy7p:artifact:rare:3:+3
gy7p,Сетчатка,artefact/other_arts,rare,3,4,4111111,low_data_history,low,4111111,low_data,history_3h,,,0,1,0,1,0.0,65.0,unknown,10.0,low,RU:gy7p:artifact:rare:3:+4
gy7p,Сетчатка,artefact/other_arts,rare,3,5,3999999,low_data_history,low,3999999,low_data,history_3h,3500000,3500000,1,2,0,2,0.0,40.47,medium,20.0,low,RU:gy7p:artifact:rare:3:+5
gy7p,Сетчатка,artefact/other_arts,rare,3,6,4000000,low_data_history,low,4000000,low_data,history_3h,,,0,1,0,1,0.0,65.0,unknown,10.0,low,RU:gy7p:artifact:rare:3:+6
gy7p,Сетчатка,artefact/other_arts,rare,3,7,5600000,active_ask_only,very_low,,unavailable,,5600000,5600000,1,0,0,0,0.0,65.0,unknown,0.0,low,RU:gy7p:artifact:rare:3:+7
gy7p,Сетчатка,artefact/other_arts,rare,3,8,6000000,low_data_history,low,6000000,low_data,history_3h,,,0,1,0,1,0.0,65.0,unknown,10.0,low,RU:gy7p:artifact:rare:3:+8
gy7p,Сетчатка,artefact/other_arts,rare,3,9,7200000,active_ask_only,very_low,,unavailable,,7200000,7200000,1,0,0,0,0.0,65.0,unknown,0.0,low,RU:gy7p:artifact:rare:3:+9
gy7p,Сетчатка,artefact/other_arts,rare,3,10,4450000,low_data_history,low,4450000,low_data,history_3h,,,0,2,0,2,0.0,36.78,medium,20.0,low,RU:gy7p:artifact:rare:3:+10
gy7p,Сетчатка,artefact/other_arts,rare,3,11,4349999,low_data_history,low,4349999,low_data,history_3h,3750000,3750000,1,2,0,2,0.0,39.36,medium,20.0,low,RU:gy7p:artifact:rare:3:+11
gy7p,Сетчатка,artefact/other_arts,rare,3,12,4500000,active_ask_only,very_low,,unavailable,,4500000,4500000,1,0,0,0,0.0,65.0,unknown,0.0,low,RU:gy7p:artifact:rare:3:+12
gy7p,Сетчатка,artefact/other_arts,rare,3,13,4500000,active_ask_only,very_low,,unavailable,,4500000,4500000,1,0,0,0,0.0,65.0,unknown,0.0,low,RU:gy7p:artifact:rare:3:+13
gy7p,Сетчатка,artefact/other_arts,rare,3,15,3800000,recent_7d,highest,3800000,ok,raw_7d,4400000,4440000,3,431,117,431,100.0,19.2,low,100.0,high,RU:gy7p:artifact:rare:3:+15
gy7p,Сетчатка,artefact/other_arts,exclusive,4,0,28000000,low_data_history,low,28000000,low_data,history_3h,,,0,2,0,2,0.0,40.89,medium,20.0,low,RU:gy7p:artifact:exclusive:4:+0
gy7p,Сетчатка,artefact/other_arts,exclusive,4,4,40020000,active_ask_only,very_low,,unavailable,,40020000,40020000,1,0,0,0,0.0,65.0,unknown,0.0,low,RU:gy7p:artifact:exclusive:4:+4
gy7p,Сетчатка,artefact/other_arts,exclusive,4,5,34444444,low_data_history,low,34444444,low_data,history_3h,,,0,1,0,1,0.0,65.0,unknown,10.0,low,RU:gy7p:artifact:exclusive:4:+5
gy7p,Сетчатка,artefact/other_arts,exclusive,4,7,30000000,low_data_history,low,30000000,low_data,history_3h,,,0,1,0,1,0.0,65.0,unknown,10.0,low,RU:gy7p:artifact:exclusive:4:+7
gy7p,Сетчатка,artefact/other_arts,exclusive,4,10,47500000,active_ask_only,very_low,,unavailable,,47500000,47500000,1,0,0,0,0.0,65.0,unknown,0.0,low,RU:gy7p:artifact:exclusive:4:+10
gy7p,Сетчатка,artefact/other_arts,exclusive,4,15,37499999,recent_7d,highest,37499999,ok,raw_7d,34999000,34999800,5,35,7,35,16.0,45.81,medium,80.0,high,RU:gy7p:artifact:exclusive:4:+15
gy7p,Сетчатка,artefact/other_arts,legendary,5,0,184999999,active_ask_only,very_low,,unavailable,,184999999,184999999,1,0,0,0,0.0,65.0,unknown,0.0,low,RU:gy7p:artifact:legendary:5:+0
gy7p,Сетчатка,artefact/other_arts,legendary,5,15,155000000,active_ask_only,very_low,,unavailable,,155000000,155000000,1,0,0,0,0.0,65.0,unknown,0.0,low,RU:gy7p:artifact:legendary:5:+15
gyg5,Креветка,artefact/gravity,common,0,0,5000,recent_7d,highest,5000,ok,raw_7d,6000,6000,17,1774,299,1774,100.0,26.0,low,100.0,high,RU:gyg5:artifact:common:0:+0
gyg5,Креветка,artefact/gravity,common,0,3,15000,low_data_history,low,15000,low_data,history_3h,,,0,1,1,1,2.0,65.0,unknown,10.0,low,RU:gyg5:artifact:common:0:+3
gyg5,Креветка,artefact/gravity,common,0,5,9000,low_data_history,low,9000,low_data,history_3h,,,0,1,0,1,0.0,65.0,unknown,10.0,low,RU:gyg5:artifact:common:0:+5
gyg5,Креветка,artefact/gravity,common,0,8,150000,low_data_history,low,150000,low_data,history_3h,,,0,2,0,2,0.0,35.0,medium,20.0,low,RU:gyg5:artifact:common:0:+8
gyg5,Креветка,artefact/gravity,common,0,10,10000,low_data_history,low,10000,low_data,history_3h,,,0,1,0,1,0.0,65.0,unknown,10.0,low,RU:gyg5:artifact:common:0:+10
gyg5,Креветка,artefact/gravity,common,0,11,150000,low_data_history,low,150000,low_data,history_3h,,,0,1,0,1,0.0,65.0,unknown,10.0,low,RU:gyg5:artifact:common:0:+11
gyg5,Креветка,artefact/gravity,common,0,15,120000,low_data_history,low,120000,low_data,history_3h,,,0,2,0,2,0.0,46.56,medium,20.0,low,RU:gyg5:artifact:common:0:+15
gyg5,Креветка,artefact/gravity,uncommon,1,0,9000,recent_7d,highest,9000,ok,raw_7d,10000,10000,11,1345,256,1345,100.0,52.06,medium,100.0,high,RU:gyg5:artifact:uncommon:1:+0
gyg5,Креветка,artefact/gravity,uncommon,1,1,10000,low_data_history,low,10000,low_data,history_3h,,,0,1,0,1,0.0,65.0,unknown,10.0,low,RU:gyg5:artifact:uncommon:1:+1
gyg5,Креветка,artefact/gravity,uncommon,1,2,10000,low_data_history,low,10000,low_data,history_3h,,,0,1,0,1,0.0,65.0,unknown,10.0,low,RU:gyg5:artifact:uncommon:1:+2
gyg5,Креветка,artefact/gravity,uncommon,1,3,25000,older_history,medium,25000,low_data,history_3h,,,0,5,1,5,2.0,100.0,high,50.0,medium,RU:gyg5:artifact:uncommon:1:+3
gyg5,Креветка,artefact/gravity,uncommon,1,4,89999,low_data_history,low,89999,low_data,history_3h,,,0,2,0,2,0.0,100.0,high,20.0,low,RU:gyg5:artifact:uncommon:1:+4
gyg5,Креветка,artefact/gravity,uncommon,1,5,99998,recent_7d,highest,99998,ok,raw_7d,99999,99999,1,50,14,50,28.0,92.34,high,100.0,high,RU:gyg5:artifact:uncommon:1:+5
gyg5,Креветка,artefact/gravity,uncommon,1,6,200000,low_data_history,low,200000,low_data,history_3h,,,0,1,0,1,0.0,65.0,unknown,10.0,low,RU:gyg5:artifact:uncommon:1:+6
gyg5,Креветка,artefact/gravity,uncommon,1,7,90000,older_history,medium,90000,low_data,history_3h,,,0,8,1,8,2.0,89.44,high,80.0,high,RU:gyg5:artifact:uncommon:1:+7
gyg5,Креветка,artefact/gravity,uncommon,1,8,145000,low_data_history,low,145000,low_data,history_3h,,,0,1,0,1,0.0,65.0,unknown,10.0,low,RU:gyg5:artifact:uncommon:1:+8
gyg5,Креветка,artefact/gravity,uncommon,1,9,167500,low_data_history,low,167500,low_data,history_3h,,,0,2,0,2,0.0,52.07,medium,20.0,low,RU:gyg5:artifact:uncommon:1:+9
gyg5,Креветка,artefact/gravity,uncommon,1,10,180000,recent_7d,highest,180000,ok,raw_7d,195555,200244,2,61,7,61,16.0,61.9,medium,80.0,high,RU:gyg5:artifact:uncommon:1:+10
gyg5,Креветка,artefact/gravity,uncommon,1,11,240000,recent_30d,high,240000,ok,raw_30d,,,0,10,2,10,2.0,58.07,medium,100.0,high,RU:gyg5:artifact:uncommon:1:+11
gyg5,Креветка,artefact/gravity,uncommon,1,12,300000,low_data_history,low,300000,low_data,history_3h,,,0,2,1,2,2.0,43.75,medium,20.0,low,RU:gyg5:artifact:uncommon:1:+12
gyg5,Креветка,artefact/gravity,uncommon,1,13,240000,low_data_history,low,240000,low_data,history_3h,,,0,1,0,1,0.0,65.0,unknown,10.0,low,RU:gyg5:artifact:uncommon:1:+13
gyg5,Креветка,artefact/gravity,uncommon,1,14,299998,low_data_history,low,299998,low_data,history_3h,,,0,4,0,4,0.0,66.44,medium,40.0,low,RU:gyg5:artifact:uncommon:1:+14
gyg5,Креветка,artefact/gravity,uncommon,1,15,335000,recent_7d,highest,335000,ok,raw_7d,,,0,72,10,72,18.0,61.54,medium,90.0,high,RU:gyg5:artifact:uncommon:1:+15
gyg5,Креветка,artefact/gravity,special,2,0,17000,recent_7d,highest,17000,ok,raw_7d,18567,23999,26,1858,419,1858,100.0,50.23,medium,100.0,high,RU:gyg5:artifact:special:2:+0
gyg5,Креветка,artefact/gravity,special,2,1,19000,low_data_history,low,19000,low_data,history_3h,,,0,2,0,2,0.0,35.0,medium,20.0,low,RU:gyg5:artifact:special:2:+1
gyg5,Креветка,artefact/gravity,special,2,2,70000,low_data_history,low,70000,low_data,history_3h,,,0,2,0,2,0.0,38.41,medium,20.0,low,RU:gyg5:artifact:special:2:+2
gyg5,Креветка,artefact/gravity,special,2,3,75000,low_data_history,low,75000,low_data,history_3h,160000,160000,1,3,0,3,0.0,54.83,medium,30.0,low,RU:gyg5:artifact:special:2:+3
gyg5,Креветка,artefact/gravity,special,2,4,149999,older_history,medium,149999,low_data,history_3h,,,0,6,0,6,0.0,100.0,high,60.0,medium,RU:gyg5:artifact:special:2:+4
gyg5,Креветка,artefact/gravity,special,2,5,160000,recent_7d,highest,160000,ok,raw_7d,176666,176666,1,57,11,57,20.0,71.33,high,100.0,high,RU:gyg5:artifact:special:2:+5
gyg5,Креветка,artefact/gravity,special,2,6,160000,recent_30d,high,160000,ok,raw_30d,179999,179999,1,15,2,15,4.0,64.8,medium,100.0,high,RU:gyg5:artifact:special:2:+6
gyg5,Креветка,artefact/gravity,special,2,7,181000,recent_30d,high,181000,ok,raw_30d,,,0,11,3,11,6.0,77.04,high,100.0,high,RU:gyg5:artifact:special:2:+7
gyg5,Креветка,artefact/gravity,special,2,8,249999,recent_30d,high,249999,ok,raw_30d,,,0,10,0,10,0.0,78.95,high,100.0,high,RU:gyg5:artifact:special:2:+8
gyg5,Креветка,artefact/gravity,special,2,9,255555,recent_7d,highest,255555,ok,raw_7d,,,0,7,5,7,10.0,52.3,medium,65.0,medium,RU:gyg5:artifact:special:2:+9
gyg5,Креветка,artefact/gravity,special,2,10,300000,recent_7d,highest,300000,ok,raw_7d,300000,302000,2,132,27,132,60.0,46.07,medium,100.0,high,RU:gyg5:artifact:special:2:+10
gyg5,Креветка,artefact/gravity,special,2,11,299999,recent_30d,high,299999,ok,raw_30d,,,0,16,2,16,4.0,62.85,medium,100.0,high,RU:gyg5:artifact:special:2:+11
gyg5,Креветка,artefact/gravity,special,2,12,350000,older_history,medium,350000,low_data,history_3h,,,0,5,1,5,2.0,76.77,high,50.0,medium,RU:gyg5:artifact:special:2:+12
gyg5,Креветка,artefact/gravity,special,2,13,300000,low_data_history,low,300000,low_data,history_3h,,,0,2,2,2,2.0,60.31,medium,20.0,low,RU:gyg5:artifact:special:2:+13
gyg5,Креветка,artefact/gravity,special,2,14,600000,low_data_history,low,600000,low_data,history_3h,,,0,1,0,1,0.0,65.0,unknown,10.0,low,RU:gyg5:artifact:special:2:+14
gyg5,Креветка,artefact/gravity,special,2,15,500000,recent_7d,highest,500000,ok,raw_7d,,,0,231,55,231,100.0,31.61,low,100.0,high,RU:gyg5:artifact:special:2:+15
gyg5,Креветка,artefact/gravity,rare,3,0,47999,recent_7d,highest,47999,ok,raw_7d,54000,65000,36,2685,996,2685,100.0,46.8,medium,100.0,high,RU:gyg5:artifact:rare:3:+0
gyg5,Креветка,artefact/gravity,rare,3,1,100000,low_data_history,low,100000,low_data,history_3h,,,0,2,0,2,0.0,41.12,medium,20.0,low,RU:gyg5:artifact:rare:3:+1
gyg5,Креветка,artefact/gravity,rare,3,2,79998,low_data_history,low,79998,low_data,history_3h,,,0,2,0,2,0.0,59.0,medium,20.0,low,RU:gyg5:artifact:rare:3:+2
gyg5,Креветка,artefact/gravity,rare,3,3,110000,recent_30d,high,110000,ok,raw_30d,,,0,24,1,24,2.0,100.0,high,100.0,high,RU:gyg5:artifact:rare:3:+3
gyg5,Креветка,artefact/gravity,rare,3,4,150000,recent_30d,high,150000,ok,raw_30d,,,0,10,1,10,2.0,94.32,high,100.0,high,RU:gyg5:artifact:rare:3:+4
gyg5,Креветка,artefact/gravity,rare,3,5,299999,recent_7d,highest,299999,ok,raw_7d,300000,310000,2,68,9,68,10.0,80.25,high,65.0,medium,RU:gyg5:artifact:rare:3:+5
gyg5,Креветка,artefact/gravity,rare,3,6,220000,recent_30d,high,220000,ok,raw_30d,250000,250000,1,15,4,15,8.0,73.32,high,100.0,high,RU:gyg5:artifact:rare:3:+6
gyg5,Креветка,artefact/gravity,rare,3,7,339000,recent_30d,high,339000,ok,raw_30d,,,0,18,3,18,6.0,60.18,medium,100.0,high,RU:gyg5:artifact:rare:3:+7
gyg5,Креветка,artefact/gravity,rare,3,8,410000,recent_30d,high,410000,ok,raw_30d,500000,500000,1,13,4,13,8.0,72.17,high,100.0,high,RU:gyg5:artifact:rare:3:+8
gyg5,Креветка,artefact/gravity,rare,3,9,420000,recent_30d,high,420000,ok,raw_30d,600000,600000,1,12,3,12,6.0,44.75,medium,100.0,high,RU:gyg5:artifact:rare:3:+9
gyg5,Креветка,artefact/gravity,rare,3,10,500000,recent_7d,highest,500000,ok,raw_7d,769990,769990,2,174,43,174,86.0,36.07,medium,100.0,high,RU:gyg5:artifact:rare:3:+10
gyg5,Креветка,artefact/gravity,rare,3,11,500000,recent_30d,high,500000,ok,raw_30d,,,0,27,3,27,6.0,55.43,medium,100.0,high,RU:gyg5:artifact:rare:3:+11
gyg5,Креветка,artefact/gravity,rare,3,12,600000,recent_7d,highest,600000,ok,raw_7d,,,0,25,5,25,10.0,69.85,medium,65.0,medium,RU:gyg5:artifact:rare:3:+12
gyg5,Креветка,artefact/gravity,rare,3,13,659999,recent_30d,high,659999,ok,raw_30d,,,0,14,4,14,8.0,67.37,medium,100.0,high,RU:gyg5:artifact:rare:3:+13
gyg5,Креветка,artefact/gravity,rare,3,14,1033333,older_history,medium,1033333,low_data,history_3h,,,0,9,3,9,6.0,42.24,medium,90.0,high,RU:gyg5:artifact:rare:3:+14
gyg5,Креветка,artefact/gravity,rare,3,15,1100000,recent_7d,highest,1100000,ok,raw_7d,1299998,1299999,4,345,73,345,100.0,26.0,low,100.0,high,RU:gyg5:artifact:rare:3:+15
gyg5,Креветка,artefact/gravity,exclusive,4,0,400000,recent_7d,highest,400000,ok,raw_7d,549999,599598,20,842,521,842,100.0,46.22,medium,100.0,high,RU:gyg5:artifact:exclusive:4:+0
gyg5,Креветка,artefact/gravity,exclusive,4,1,585000,low_data_history,low,585000,low_data,history_3h,,,0,1,0,1,0.0,65.0,unknown,10.0,low,RU:gyg5:artifact:exclusive:4:+1
gyg5,Креветка,artefact/gravity,exclusive,4,2,670000,low_data_history,low,670000,low_data,history_3h,,,0,3,0,3,0.0,60.61,medium,30.0,low,RU:gyg5:artifact:exclusive:4:+2
gyg5,Креветка,artefact/gravity,exclusive,4,3,670000,low_data_history,low,670000,low_data,history_3h,,,0,2,0,2,0.0,43.39,medium,20.0,low,RU:gyg5:artifact:exclusive:4:+3
gyg5,Креветка,artefact/gravity,exclusive,4,4,999990,older_history,medium,999990,low_data,history_3h,,,0,6,0,6,0.0,62.25,medium,60.0,medium,RU:gyg5:artifact:exclusive:4:+4
gyg5,Креветка,artefact/gravity,exclusive,4,5,600000,recent_7d,highest,600000,ok,raw_7d,1100000,1140000,3,7,6,7,12.0,87.35,high,65.0,medium,RU:gyg5:artifact:exclusive:4:+5
gyg5,Креветка,artefact/gravity,exclusive,4,6,475000,older_history,medium,475000,low_data,history_3h,,,0,9,1,9,2.0,64.44,medium,90.0,high,RU:gyg5:artifact:exclusive:4:+6
gyg5,Креветка,artefact/gravity,exclusive,4,7,1000000,low_data_history,low,1000000,low_data,history_3h,,,0,5,1,5,2.0,54.32,medium,50.0,medium,RU:gyg5:artifact:exclusive:4:+7
gyg5,Креветка,artefact/gravity,exclusive,4,8,700000,low_data_history,low,700000,low_data,history_3h,,,0,4,1,4,2.0,68.64,medium,40.0,low,RU:gyg5:artifact:exclusive:4:+8
gyg5,Креветка,artefact/gravity,exclusive,4,9,900000,low_data_history,low,900000,low_data,history_3h,1800000,1800000,1,1,1,1,2.0,65.0,unknown,10.0,low,RU:gyg5:artifact:exclusive:4:+9
gyg5,Креветка,artefact/gravity,exclusive,4,10,1300000,recent_7d,highest,1300000,ok,raw_7d,1699999,1739999,3,44,5,44,10.0,71.75,high,65.0,medium,RU:gyg5:artifact:exclusive:4:+10
gyg5,Креветка,artefact/gravity,exclusive,4,11,1800000,older_history,medium,1800000,low_data,history_3h,,,0,8,3,8,6.0,49.46,medium,80.0,high,RU:gyg5:artifact:exclusive:4:+11
gyg5,Креветка,artefact/gravity,exclusive,4,12,1563116,recent_30d,high,1563116,ok,raw_30d,,,0,13,0,13,0.0,77.78,high,100.0,high,RU:gyg5:artifact:exclusive:4:+12
gyg5,Креветка,artefact/gravity,exclusive,4,13,1950000,low_data_history,low,1950000,low_data,history_3h,,,0,2,0,2,0.0,41.27,medium,20.0,low,RU:gyg5:artifact:exclusive:4:+13
gyg5,Креветка,artefact/gravity,exclusive,4,14,2450000,low_data_history,low,2450000,low_data,history_3h,,,0,1,0,1,0.0,65.0,unknown,10.0,low,RU:gyg5:artifact:exclusive:4:+14
gyg5,Креветка,artefact/gravity,exclusive,4,15,2500000,recent_7d,highest,2500000,ok,raw_7d,2888888,2893399,8,253,69,253,100.0,31.69,low,100.0,high,RU:gyg5:artifact:exclusive:4:+15
gyg5,Креветка,artefact/gravity,legendary,5,0,4190000,recent_7d,highest,4190000,ok,raw_7d,6111111,6164444,4,52,12,52,26.0,43.07,medium,100.0,high,RU:gyg5:artifact:legendary:5:+0
gyg5,Креветка,artefact/gravity,legendary,5,5,4000000,low_data_history,low,4000000,low_data,history_3h,,,0,1,0,1,0.0,65.0,unknown,10.0,low,RU:gyg5:artifact:legendary:5:+5
gyg5,Креветка,artefact/gravity,legendary,5,6,8850000,active_ask_only,very_low,,unavailable,,8850000,8850000,1,0,0,0,0.0,65.0,unknown,0.0,low,RU:gyg5:artifact:legendary:5:+6
gyg5,Креветка,artefact/gravity,legendary,5,7,4800000,low_data_history,low,4800000,low_data,history_3h,,,0,1,0,1,0.0,65.0,unknown,10.0,low,RU:gyg5:artifact:legendary:5:+7
gyg5,Креветка,artefact/gravity,legendary,5,9,7200000,low_data_history,low,7200000,low_data,history_3h,,,0,1,1,1,2.0,65.0,unknown,10.0,low,RU:gyg5:artifact:legendary:5:+9
gyg5,Креветка,artefact/gravity,legendary,5,10,6000001,active_ask_only,very_low,,unavailable,,6000001,6099001,2,0,0,0,0.0,65.0,unknown,0.0,low,RU:gyg5:artifact:legendary:5:+10
gyg5,Креветка,artefact/gravity,legendary,5,11,7300000,low_data_history,low,7300000,low_data,history_3h,,,0,1,0,1,0.0,65.0,unknown,10.0,low,RU:gyg5:artifact:legendary:5:+11
gyg5,Креветка,artefact/gravity,legendary,5,12,5090000,active_ask_only,very_low,,unavailable,,5090000,5090000,1,0,0,0,0.0,65.0,unknown,0.0,low,RU:gyg5:artifact:legendary:5:+12
gyg5,Креветка,artefact/gravity,legendary,5,13,6200000,low_data_history,low,6200000,low_data,history_3h,,,0,1,0,1,0.0,65.0,unknown,10.0,low,RU:gyg5:artifact:legendary:5:+13
gyg5,Креветка,artefact/gravity,legendary,5,14,7500000,low_data_history,low,7500000,low_data,history_3h,,,0,1,0,1,0.0,65.0,unknown,10.0,low,RU:gyg5:artifact:legendary:5:+14
gyg5,Креветка,artefact/gravity,legendary,5,15,6300000,recent_7d,highest,6300000,ok,raw_7d,7777777,7777777,1,33,14,33,28.0,45.39,medium,100.0,high,RU:gyg5:artifact:legendary:5:+15
gyjg,Кислотный кристалл,artefact/biochemical,common,0,0,3000,recent_7d,highest,3000,ok,raw_7d,2999,5460,22,3179,506,3179,100.0,32.52,low,100.0,high,RU:gyjg:artifact:common:0:+0
gyjg,Кислотный кристалл,artefact/biochemical,common,0,1,,unavailable,none,,unavailable,,,,0,0,0,0,0.0,65.0,unknown,0.0,low,RU:gyjg:artifact:common:0:+1
gyjg,Кислотный кристалл,artefact/biochemical,common,0,3,30000,low_data_history,low,30000,low_data,history_3h,,,0,2,0,2,0.0,35.0,medium,20.0,low,RU:gyjg:artifact:common:0:+3
gyjg,Кислотный кристалл,artefact/biochemical,common,0,4,30000,low_data_history,low,30000,low_data,history_3h,,,0,1,0,1,0.0,65.0,unknown,10.0,low,RU:gyjg:artifact:common:0:+4
gyjg,Кислотный кристалл,artefact/biochemical,common,0,10,28500,low_data_history,low,28500,low_data,history_3h,,,0,2,0,2,0.0,40.47,medium,20.0,low,RU:gyjg:artifact:common:0:+10
gyjg,Кислотный кристалл,artefact/biochemical,common,0,15,149000,low_data_history,low,149000,low_data,history_3h,,,0,1,0,1,0.0,65.0,unknown,10.0,low,RU:gyjg:artifact:common:0:+15
gyjg,Кислотный кристалл,artefact/biochemical,uncommon,1,0,4800,recent_7d,highest,4800,ok,raw_7d,5400,5500,18,1035,242,1035,100.0,69.86,medium,100.0,high,RU:gyjg:artifact:uncommon:1:+0
gyjg,Кислотный кристалл,artefact/biochemical,special,2,0,9999,recent_7d,highest,9999,ok,raw_7d,6500,7940,23,773,183,773,100.0,81.64,high,100.0,high,RU:gyjg:artifact:special:2:+0
gyjg,Кислотный кристалл,artefact/biochemical,special,2,3,30000,low_data_history,low,30000,low_data,history_3h,,,0,1,0,1,0.0,65.0,unknown,10.0,low,RU:gyjg:artifact:special:2:+3
gyjg,Кислотный кристалл,artefact/biochemical,special,2,5,35000,low_data_history,low,35000,low_data,history_3h,,,0,2,0,2,0.0,63.36,medium,20.0,low,RU:gyjg:artifact:special:2:+5
gyjg,Кислотный кристалл,artefact/biochemical,special,2,7,45000,low_data_history,low,45000,low_data,history_3h,,,0,1,0,1,0.0,65.0,unknown,10.0,low,RU:gyjg:artifact:special:2:+7
