item_id,base_id,upgrade_level,is_variant,name,category,rank,class_label,color,status,weight,durability,max_durability,bullet_resistance,vitality,movement_speed,sprint_speed,stamina,stamina_regeneration,health_regeneration,periodic_healing,healing_effectiveness,carry_weight,bleeding_output,bleeding_resistance,burn_reaction,tear_reaction,tear_protection,explosion_protection,electricity_protection,fire_protection,chemical_protection,radiation_protection,thermal_protection,biological_protection,psycho_protection,frost_protection,stability,radiation,psycho,temperature,biological,frost,combustion,chemical_burn_reaction,electroshock_reaction,recoil,wiggle,effective_durability,total_sprint_speed,hp_regen_score,source_path
1rpl6,1rpl6,5,True,Сверхтяжелый бронекостюм «Гранит»,armor/combat,Мастер,Боевые,RANK_MASTER,PERSONAL_ON_USE,65.0,100.0,100.0,306.49445,,-10.0,,-30.0,,,,,15.0,,60.0,,,232.0,420.0,50.0,50.0,50.0,200.0,100.0,200.0,200.0,,50.0,,,,,,,,,,,406.49445,90.0,0.5,stalzone-database/ru/items/armor/combat/_variants/1rpl6/5.json
1rpl6,1rpl6,6,True,Сверхтяжелый бронекостюм «Гранит»,armor/combat,Мастер,Боевые,RANK_MASTER,PERSONAL_ON_USE,65.0,100.0,100.0,311.74326,,-10.0,,-30.0,,,,,15.0,,60.0,,,232.0,420.0,50.0,50.0,50.0,200.0,100.0,200.0,200.0,,50.0,,,,,,,,,,,411.74326,90.0,0.5,stalzone-database/ru/items/armor/combat/_variants/1rpl6/6.json
1rpl6,1rpl6,7,True,Сверхтяжелый бронекостюм «Гранит»,armor/combat,Мастер,Боевые,RANK_MASTER,PERSONAL_ON_USE,65.0,100.0,100.0,316.99207,,-10.0,,-30.0,,,,,15.0,,60.0,,,232.0,420.0,50.0,50.0,50.0,200.0,100.0,200.0,200.0,,50.0,,,,,,,,,,,416.99207,90.0,0.5,stalzone-database/ru/items/armor/combat/_variants/1rpl6/7.json
1rpl6,1rpl6,8,True,Сверхтяжелый бронекостюм «Гранит»,armor/combat,Мастер,Боевые,RANK_MASTER,PERSONAL_ON_USE,65.0,100.0,100.0,322.24088,,-10.0,,-30.0,,,,,15.0,,60.0,,,232.0,420.0,50.0,50.0,50.0,200.0,100.0,200.0,200.0,,50.0,,,,,,,,,,,422.24088000000006,90.0,0.5,stalzone-database/ru/items/armor/combat/_variants/1rpl6/8.json
1rpl6,1rpl6,9,True,Сверхтяжелый бронекостюм «Гранит»,armor/combat,Мастер,Боевые,RANK_MASTER,PERSONAL_ON_USE,65.0,100.0,100.0,327.4897,,-10.0,,-30.0,,,,,15.0,,60.0,,,232.0,420.0,50.0,50.0,50.0,200.0,100.0,200.0,200.0,,50.0,,,,,,,,,,,427.4897,90.0,0.5,stalzone-database/ru/items/armor/combat/_variants/1rpl6/9.json
1rpl6,1rpl6,10,True,Сверхтяжелый бронекостюм «Гранит»,armor/combat,Мастер,Боевые,RANK_MASTER,PERSONAL_ON_USE,65.0,100.0,100.0,342.8862,,-10.0,,-30.0,,,,,15.0,,60.0,,,232.0,420.0,50.0,50.0,50.0,200.0,100.0,200.0,200.0,,50.0,,,,,,,,,,,442.8862,90.0,0.5,stalzone-database/ru/items/armor/combat/_variants/1rpl6/10.json
1rpl6,1rpl6,11,True,Сверхтяжелый бронекостюм «Гранит»,armor/combat,Мастер,Боевые,RANK_MASTER,PERSONAL_ON_USE,65.0,100.0,100.0,350.58447,,-10.0,,-30.0,,,,,15.0,,60.0,,,232.0,420.0,50.0,50.0,50.0,200.0,100.0,200.0,200.0,,50.0,,,,,,,,,,,450.58447,90.0,0.5,stalzone-database/ru/items/armor/combat/_variants/1rpl6/11.json
1rpl6,1rpl6,12,True,Сверхтяжелый бронекостюм «Гранит»,armor/combat,Мастер,Боевые,RANK_MASTER,PERSONAL_ON_USE,65.0,100.0,100.0,358.28275,,-10.0,,-30.0,,,,,15.0,,60.0,,,232.0,420.0,50.0,50.0,50.0,200.0,100.0,200.0,200.0,,50.0,,,,,,,,,,,458.28275,90.0,0.5,stalzone-database/ru/items/armor/combat/_variants/1rpl6/12.json
1rpl6,1rpl6,13,True,Сверхтяжелый бронекостюм «Гранит»,armor/combat,Мастер,Боевые,RANK_MASTER,PERSONAL_ON_USE,65.0,100.0,100.0,365.98096,,-10.0,,-30.0,,,,,15.0,,60.0,,,232.0,420.0,50.0,50.0,50.0,200.0,100.0,200.0,200.0,,50.0,,,,,,,,,,,465.98096,90.0,0.5,stalzone-database/ru/items/armor/combat/_variants/1rpl6/13.json
1rpl6,1rpl6,14,True,Сверхтяжелый бронекостюм «Гранит»,armor/combat,Мастер,Боевые,RANK_MASTER,PERSONAL_ON_USE,65.0,100.0,100.0,373.67923,,-10.0,,-30.0,,,,,15.0,,60.0,,,232.0,420.0,50.0,50.0,50.0,200.0,100.0,200.0,200.0,,50.0,,,,,,,,,,,473.67923,90.0,0.5,stalzone-database/ru/items/armor/combat/_variants/1rpl6/14.json
1rpl6,1rpl6,15,True,Сверхтяжелый бронекостюм «Гранит»,armor/combat,Мастер,Боевые,RANK_MASTER,PERSONAL_ON_USE,65.0,100.0,100.0,396.77402,,-10.0,,-30.0,,,,,15.0,,60.0,,,232.0,420.0,50.0,50.0,50.0,200.0,100.0,200.0,200.0,,50.0,,,,,,,,,,,496.77402,90.0,0.5,stalzone-database/ru/items/armor/combat/_variants/1rpl6/15.json
1rpr1,1rpr1,0,False,Бронекостюм «Храмовник»,armor/combat,Мастер,Боевые,RANK_MASTER,PERSONAL_ON_USE,30.0,100.0,100.0,243.0,,-3.0,,20.0,,,,,35.0,,60.0,,,252.0,175.0,50.0,50.0,50.0,200.0,100.0,200.0,200.0,,10.0,,,,,,,,,,,343.0,97.0,0.5,stalzone-database/ru/items/armor/combat/1rpr1.json
1rpr1,1rpr1,1,True,Бронекостюм «Храмовник»,armor/combat,Мастер,Боевые,RANK_MASTER,PERSONAL_ON_USE,30.0,100.0,100.0,246.14122,,-3.0,,20.0,,,,,35.0,,60.0,,,252.0,175.0,50.0,50.0,50.0,200.0,100.0,200.0,200.0,,10.0,,,,,,,,,,,346.14122,97.0,0.5,stalzone-database/ru/items/armor/combat/_variants/1rpr1/1.json
1rpr1,1rpr1,2,True,Бронекостюм «Храмовник»,armor/combat,Мастер,Боевые,RANK_MASTER,PERSONAL_ON_USE,30.0,100.0,100.0,249.28244,,-3.0,,20.0,,,,,35.0,,60.0,,,252.0,175.0,50.0,50.0,50.0,200.0,100.0,200.0,200.0,,10.0,,,,,,,,,,,349.28244,97.0,0.5,stalzone-database/ru/items/armor/combat/_variants/1rpr1/2.json
1rpr1,1rpr1,3,True,Бронекостюм «Храмовник»,armor/combat,Мастер,Боевые,RANK_MASTER,PERSONAL_ON_USE,30.0,100.0,100.0,252.42365,,-3.0,,20.0,,,,,35.0,,60.0,,,252.0,175.0,50.0,50.0,50.0,200.0,100.0,200.0,200.0,,10.0,,,,,,,,,,,352.42364999999995,97.0,0.5,stalzone-database/ru/items/armor/combat/_variants/1rpr1/3.json
1rpr1,1rpr1,4,True,Бронекостюм «Храмовник»,armor/combat,Мастер,Боевые,RANK_MASTER,PERSONAL_ON_USE,30.0,100.0,100.0,255.56487,,-3.0,,20.0,,,,,35.0,,60.0,,,252.0,175.0,50.0,50.0,50.0,200.0,100.0,200.0,200.0,,10.0,,,,,,,,,,,355.56487,97.0,0.5,stalzone-database/ru/items/armor/combat/_variants/1rpr1/4.json
1rpr1,1rpr1,5,True,Бронекостюм «Храмовник»,armor/combat,Мастер,Боевые,RANK_MASTER,PERSONAL_ON_USE,30.0,100.0,100.0,264.98856,,-3.0,,20.0,,,,,35.0,,60.0,,,252.0,175.0,50.0,50.0,50.0,200.0,100.0,200.0,200.0,,10.0,,,,,,,,,,,364.98856,97.0,0.5,stalzone-database/ru/items/armor/combat/_variants/1rpr1/5.json
1rpr1,1rpr1,6,True,Бронекостюм «Храмовник»,armor/combat,Мастер,Боевые,RANK_MASTER,PERSONAL_ON_USE,30.0,100.0,100.0,269.70038,,-3.0,,20.0,,,,,35.0,,60.0,,,252.0,175.0,50.0,50.0,50.0,200.0,100.0,200.0,200.0,,10.0,,,,,,,,,,,369.70038,97.0,0.5,stalzone-database/ru/items/armor/combat/_variants/1rpr1/6.json
1rpr1,1rpr1,7,True,Бронекостюм «Храмовник»,armor/combat,Мастер,Боевые,RANK_MASTER,PERSONAL_ON_USE,30.0,100.0,100.0,274.4122,,-3.0,,20.0,,,,,35.0,,60.0,,,252.0,175.0,50.0,50.0,50.0,200.0,100.0,200.0,200.0,,10.0,,,,,,,,,,,374.4122,97.0,0.5,stalzone-database/ru/items/armor/combat/_variants/1rpr1/7.json
1rpr1,1rpr1,8,True,Бронекостюм «Храмовник»,armor/combat,Мастер,Боевые,RANK_MASTER,PERSONAL_ON_USE,30.0,100.0,100.0,279.12402,,-3.0,,20.0,,,,,35.0,,60.0,,,252.0,175.0,50.0,50.0,50.0,200.0,100.0,200.0,200.0,,10.0,,,,,,,,,,,379.12402,97.0,0.5,stalzone-database/ru/items/armor/combat/_variants/1rpr1/8.json
1rpr1,1rpr1,9,True,Бронекостюм «Храмовник»,armor/combat,Мастер,Боевые,RANK_MASTER,PERSONAL_ON_USE,30.0,100.0,100.0,283.83585,,-3.0,,20.0,,,,,35.0,,60.0,,,252.0,175.0,50.0,50.0,50.0,200.0,100.0,200.0,200.0,,10.0,,,,,,,,,,,383.83585,97.0,0.5,stalzone-database/ru/items/armor/combat/_variants/1rpr1/9.json
1rpr1,1rpr1,10,True,Бронекостюм «Храмовник»,armor/combat,Мастер,Боевые,RANK_MASTER,PERSONAL_ON_USE,30.0,100.0,100.0,297.65723,,-3.0,,20.0,,,,,35.0,,60.0,,,252.0,175.0,50.0,50.0,50.0,200.0,100.0,200.0,200.0,,10.0,,,,,,,,,,,397.65723,97.0,0.5,stalzone-database/ru/items/armor/combat/_variants/1rpr1/10.json
1rpr1,1rpr1,11,True,Бронекостюм «Храмовник»,armor/combat,Мастер,Боевые,RANK_MASTER,PERSONAL_ON_USE,30.0,100.0,100.0,304.5679,,-3.0,,20.0,,,,,35.0,,60.0,,,252.0,175.0,50.0,50.0,50.0,200.0,100.0,200.0,200.0,,10.0,,,,,,,,,,,404.5679,97.0,0.5,stalzone-database/ru/items/armor/combat/_variants/1rpr1/11.json
1rpr1,1rpr1,12,True,Бронекостюм «Храмовник»,armor/combat,Мастер,Боевые,RANK_MASTER,PERSONAL_ON_USE,30.0,100.0,100.0,311.47858,,-3.0,,20.0,,,,,35.0,,60.0,,,252.0,175.0,50.0,50.0,50.0,200.0,100.0,200.0,200.0,,10.0,,,,,,,,,,,411.47858,97.0,0.5,stalzone-database/ru/items/armor/combat/_variants/1rpr1/12.json
1rpr1,1rpr1,13,True,Бронекостюм «Храмовник»,armor/combat,Мастер,Боевые,RANK_MASTER,PERSONAL_ON_USE,30.0,100.0,100.0,318.38925,,-3.0,,20.0,,,,,35.0,,60.0,,,252.0,175.0,50.0,50.0,50.0,200.0,100.0,200.0,200.0,,10.0,,,,,,,,,,,418.38925,97.0,0.5,stalzone-database/ru/items/armor/combat/_variants/1rpr1/13.json
1rpr1,1rpr1,14,True,Бронекостюм «Храмовник»,armor/combat,Мастер,Боевые,RANK_MASTER,PERSONAL_ON_USE,30.0,100.0,100.0,325.29996,,-3.0,,20.0,,,,,35.0,,60.0,,,252.0,175.0,50.0,50.0,50.0,200.0,100.0,200.0,200.0,,10.0,,,,,,,,,,,425.29996,97.0,0.5,stalzone-database/ru/items/armor/combat/_variants/1rpr1/14.json
1rpr1,1rpr1,15,True,Бронекостюм «Храмовник»,armor/combat,Мастер,Боевые,RANK_MASTER,PERSONAL_ON_USE,30.0,100.0,100.0,346.032,,-3.0,,20.0,,,,,35.0,,60.0,,,252.0,175.0,50.0,50.0,50.0,200.0,100.0,200.0,200.0,,10.0,,,,,,,,,,,446.032,97.0,0.5,stalzone-database/ru/items/armor/combat/_variants/1rpr1/15.json
2oq75,2oq75,0,False,«Незнакомец»,armor/combat,Сталкер,Боевые,RANK_STALKER,PERSONAL_ON_USE,6.0,100.0,100.0,64.0,,8.0,,25.0,5.0,2.5,,,9.0,-1.0,50.0,,,114.0,62.0,20.0,20.0,20.0,120.0,20.0,90.0,20.0,,5.0,,,,,,,,,,,164.0,108.0,1.0,stalzone-database/ru/items/armor/combat/2oq75.json
2oq75,2oq75,1,True,«Незнакомец»,armor/combat,Сталкер,Боевые,RANK_STALKER,PERSONAL_ON_USE,6.0,100.0,100.0,65.50049,,8.0,,25.0,5.0,2.5,,,9.0,-1.0,50.0,,,114.0,62.0,20.0,20.0,20.0,120.0,20.0,90.0,20.0,,5.0,,,,,,,,,,,165.50049,108.0,1.0,stalzone-database/ru/items/armor/combat/_variants/2oq75/1.json
2oq75,2oq75,2,True,«Незнакомец»,armor/combat,Сталкер,Боевые,RANK_STALKER,PERSONAL_ON_USE,6.0,100.0,100.0,67.00098,,8.0,,25.0,5.0,2.5,,,9.0,-1.0,50.0,,,114.0,62.0,20.0,20.0,20.0,120.0,20.0,90.0,20.0,,5.0,,,,,,,,,,,167.00097999999997,108.0,1.0,stalzone-database/ru/items/armor/combat/_variants/2oq75/2.json
2oq75,2oq75,3,True,«Незнакомец»,armor/combat,Сталкер,Боевые,RANK_STALKER,PERSONAL_ON_USE,6.0,100.0,100.0,68.501465,,8.0,,25.0,5.0,2.5,,,9.0,-1.0,50.0,,,114.0,62.0,20.0,20.0,20.0,120.0,20.0,90.0,20.0,,5.0,,,,,,,,,,,168.501465,108.0,1.0,stalzone-database/ru/items/armor/combat/_variants/2oq75/3.json
2oq75,2oq75,4,True,«Незнакомец»,armor/combat,Сталкер,Боевые,RANK_STALKER,PERSONAL_ON_USE,6.0,100.0,100.0,70.00195,,8.0,,25.0,5.0,2.5,,,9.0,-1.0,50.0,,,114.0,62.0,20.0,20.0,20.0,120.0,20.0,90.0,20.0,,5.0,,,,,,,,,,,170.00195,108.0,1.0,stalzone-database/ru/items/armor/combat/_variants/2oq75/4.json
2oq75,2oq75,5,True,«Незнакомец»,armor/combat,Сталкер,Боевые,RANK_STALKER,PERSONAL_ON_USE,6.0,100.0,100.0,74.50341,,8.0,,25.0,5.0,2.5,,,9.0,-1.0,50.0,,,114.0,62.0,20.0,20.0,20.0,120.0,20.0,90.0,20.0,,5.0,,,,,,,,,,,174.50341,108.0,1.0,stalzone-database/ru/items/armor/combat/_variants/2oq75/5.json
2oq75,2oq75,6,True,«Незнакомец»,armor/combat,Сталкер,Боевые,RANK_STALKER,PERSONAL_ON_USE,6.0,100.0,100.0,76.75414,,8.0,,25.0,5.0,2.5,,,9.0,-1.0,50.0,,,114.0,62.0,20.0,20.0,20.0,120.0,20.0,90.0,20.0,,5.0,,,,,,,,,,,176.75414,108.0,1.0,stalzone-database/ru/items/armor/combat/_variants/2oq75/6.json
2oq75,2oq75,7,True,«Незнакомец»,armor/combat,Сталкер,Боевые,RANK_STALKER,PERSONAL_ON_USE,6.0,100.0,100.0,79.004875,,8.0,,25.0,5.0,2.5,,,9.0,-1.0,50.0,,,114.0,62.0,20.0,20.0,20.0,120.0,20.0,90.0,20.0,,5.0,,,,,,,,,,,179.004875,108.0,1.0,stalzone-database/ru/items/armor/combat/_variants/2oq75/7.json
2oq75,2oq75,8,True,«Незнакомец»,armor/combat,Сталкер,Боевые,RANK_STALKER,PERSONAL_ON_USE,6.0,100.0,100.0,81.25561,,8.0,,25.0,5.0,2.5,,,9.0,-1.0,50.0,,,114.0,62.0,20.0,20.0,20.0,120.0,20.0,90.0,20.0,,5.0,,,,,,,,,,,181.25561,108.0,1.0,stalzone-database/ru/items/armor/combat/_variants/2oq75/8.json
2oq75,2oq75,9,True,«Незнакомец»,armor/combat,Сталкер,Боевые,RANK_STALKER,PERSONAL_ON_USE,6.0,100.0,100.0,83.50634,,8.0,,25.0,5.0,2.5,,,9.0,-1.0,50.0,,,114.0,62.0,20.0,20.0,20.0,120.0,20.0,90.0,20.0,,5.0,,,,,,,,,,,183.50634,108.0,1.0,stalzone-database/ru/items/armor/combat/_variants/2oq75/9.json
2oq75,2oq75,10,True,«Незнакомец»,armor/combat,Сталкер,Боевые,RANK_STALKER,PERSONAL_ON_USE,6.0,100.0,100.0,90.10848,,8.0,,25.0,5.0,2.5,,,9.0,-1.0,50.0,,,114.0,62.0,20.0,20.0,20.0,120.0,20.0,90.0,20.0,,5.0,,,,,,,,,,,190.10848,108.0,1.0,stalzone-database/ru/items/armor/combat/_variants/2oq75/10.json
2oq75,2oq75,11,True,«Незнакомец»,armor/combat,Сталкер,Боевые,RANK_STALKER,PERSONAL_ON_USE,6.0,100.0,100.0,93.40956,,8.0,,25.0,5.0,2.5,,,9.0,-1.0,50.0,,,114.0,62.0,20.0,20.0,20.0,120.0,20.0,90.0,20.0,,5.0,,,,,,,,,,,193.40955999999997,108.0,1.0,stalzone-database/ru/items/armor/combat/_variants/2oq75/11.json
2oq75,2oq75,12,True,«Незнакомец»,armor/combat,Сталкер,Боевые,RANK_STALKER,PERSONAL_ON_USE,6.0,100.0,100.0,96.71063,,8.0,,25.0,5.0,2.5,,,9.0,-1.0,50.0,,,114.0,62.0,20.0,20.0,20.0,120.0,20.0,90.0,20.0,,5.0,,,,,,,,,,,196.71062999999998,108.0,1.0,stalzone-database/ru/items/armor/combat/_variants/2oq75/12.json
2oq75,2oq75,13,True,«Незнакомец»,armor/combat,Сталкер,Боевые,RANK_STALKER,PERSONAL_ON_USE,6.0,100.0,100.0,100.0117,,8.0,,25.0,5.0,2.5,,,9.0,-1.0,50.0,,,114.0,62.0,20.0,20.0,20.0,120.0,20.0,90.0,20.0,,5.0,,,,,,,,,,,200.01170000000002,108.0,1.0,stalzone-database/ru/items/armor/combat/_variants/2oq75/13.json
2oq75,2oq75,14,True,«Незнакомец»,armor/combat,Сталкер,Боевые,RANK_STALKER,PERSONAL_ON_USE,6.0,100.0,100.0,103.31278,,8.0,,25.0,5.0,2.5,,,9.0,-1.0,50.0,,,114.0,62.0,20.0,20.0,20.0,120.0,20.0,90.0,20.0,,5.0,,,,,,,,,,,203.31278000000003,108.0,1.0,stalzone-database/ru/items/armor/combat/_variants/2oq75/14.json
2oq75,2oq75,15,True,«Незнакомец»,armor/combat,Сталкер,Боевые,RANK_STALKER,PERSONAL_ON_USE,6.0,100.0,100.0,113.216,,8.0,,25.0,5.0,2.5,,,9.0,-1.0,50.0,,,114.0,62.0,20.0,20.0,20.0,120.0,20.0,90.0,20.0,,5.0,,,,,,,,,,,213.216,108.0,1.0,stalzone-database/ru/items/armor/combat/_variants/2oq75/15.json
2oqdl,2oqdl,0,False,Бронекостюм «Ворса»,armor/combat,Сталкер,Боевые,RANK_STALKER,PERSONAL_ON_USE,8.0,100.0,100.0,96.0,,,,25.0,,,,,15.0,,70.0,,,184.0,75.0,20.0,20.0,20.0,130.0,40.0,120.0,20.0,,15.0,,,,,,,,,,,196.0,100.0,0.5,stalzone-database/ru/items/armor/combat/2oqdl.json
2oqdl,2oqdl,1,True,Бронекостюм «Ворса»,armor/combat,Сталкер,Боевые,RANK_STALKER,PERSONAL_ON_USE,8.0,100.0,100.0,97.79414,,,,25.0,,,,,15.0,,70.0,,,184.0,75.0,20.0,20.0,20.0,130.0,40.0,120.0,20.0,,15.0,,,,,,,,,,,197.79414,100.0,0.5,stalzone-database/ru/items/armor/combat/_variants/2oqdl/1.json
2oqdl,2oqdl,2,True,Бронекостюм «Ворса»,armor/combat,Сталкер,Боевые,RANK_STALKER,PERSONAL_ON_USE,8.0,100.0,100.0,99.588295,,,,25.0,,,,,15.0,,70.0,,,184.0,75.0,20.0,20.0,20.0,130.0,40.0,120.0,20.0,,15.0,,,,,,,,,,,199.588295,100.0,0.5,stalzone-database/ru/items/armor/combat/_variants/2oqdl/2.json
2oqdl,2oqdl,3,True,Бронекостюм «Ворса»,armor/combat,Сталкер,Боевые,RANK_STALKER,PERSONAL_ON_USE,8.0,100.0,100.0,101.38245,,,,25.0,,,,,15.0,,70.0,,,184.0,75.0,20.0,20.0,20.0,130.0,40.0,120.0,20.0,,15.0,,,,,,,,,,,201.38244999999998,100.0,0.5,stalzone-database/ru/items/armor/combat/_variants/2oqdl/3.json
2oqdl,2oqdl,4,True,Бронекостюм «Ворса»,armor/combat,Сталкер,Боевые,RANK_STALKER,PERSONAL_ON_USE,8.0,100.0,100.0,103.17659,,,,25.0,,,,,15.0,,70.0,,,184.0,75.0,20.0,20.0,20.0,130.0,40.0,120.0,20.0,,15.0,,,,,,,,,,,203.17659,100.0,0.5,stalzone-database/ru/items/armor/combat/_variants/2oqdl/4.json
2oqdl,2oqdl,5,True,Бронекостюм «Ворса»,armor/combat,Сталкер,Боевые,RANK_STALKER,PERSONAL_ON_USE,8.0,100.0,100.0,108.55902,,,,25.0,,,,,15.0,,70.0,,,184.0,75.0,20.0,20.0,20.0,130.0,40.0,120.0,20.0,,15.0,,,,,,,,,,,208.55902000000003,100.0,0.5,stalzone-database/ru/items/armor/combat/_variants/2oqdl/5.json
2oqdl,2oqdl,6,True,Бронекостюм «Ворса»,armor/combat,Сталкер,Боевые,RANK_STALKER,PERSONAL_ON_USE,8.0,100.0,100.0,111.25024,,,,25.0,,,,,15.0,,70.0,,,184.0,75.0,20.0,20.0,20.0,130.0,40.0,120.0,20.0,,15.0,,,,,,,,,,,211.25024000000002,100.0,0.5,stalzone-database/ru/items/armor/combat/_variants/2oqdl/6.json
2oqdl,2oqdl,7,True,Бронекостюм «Ворса»,armor/combat,Сталкер,Боевые,RANK_STALKER,PERSONAL_ON_USE,8.0,100.0,100.0,113.94147,,,,25.0,,,,,15.0,,70.0,,,184.0,75.0,20.0,20.0,20.0,130.0,40.0,120.0,20.0,,15.0,,,,,,,,,,,213.94146999999998,100.0,0.5,stalzone-database/ru/items/armor/combat/_variants/2oqdl/7.json
2oqdl,2oqdl,8,True,Бронекостюм «Ворса»,armor/combat,Сталкер,Боевые,RANK_STALKER,PERSONAL_ON_USE,8.0,100.0,100.0,116.632675,,,,25.0,,,,,15.0,,70.0,,,184.0,75.0,20.0,20.0,20.0,130.0,40.0,120.0,20.0,,15.0,,,,,,,,,,,216.632675,100.0,0.5,stalzone-database/ru/items/armor/combat/_variants/2oqdl/8.json
2oqdl,2oqdl,9,True,Бронекостюм «Ворса»,armor/combat,Сталкер,Боевые,RANK_STALKER,PERSONAL_ON_USE,8.0,100.0,100.0,119.323906,,,,25.0,,,,,15.0,,70.0,,,184.0,75.0,20.0,20.0,20.0,130.0,40.0,120.0,20.0,,15.0,,,,,,,,,,,219.323906,100.0,0.5,stalzone-database/ru/items/armor/combat/_variants/2oqdl/9.json
2oqdl,2oqdl,10,True,Бронекостюм «Ворса»,armor/combat,Сталкер,Боевые,RANK_STALKER,PERSONAL_ON_USE,8.0,100.0,100.0,127.21814,,,,25.0,,,,,15.0,,70.0,,,184.0,75.0,20.0,20.0,20.0,130.0,40.0,120.0,20.0,,15.0,,,,,,,,,,,227.21814000000003,100.0,0.5,stalzone-database/ru/items/armor/combat/_variants/2oqdl/10.json
2oqdl,2oqdl,11,True,Бронекостюм «Ворса»,armor/combat,Сталкер,Боевые,RANK_STALKER,PERSONAL_ON_USE,8.0,100.0,100.0,131.16527,,,,25.0,,,,,15.0,,70.0,,,184.0,75.0,20.0,20.0,20.0,130.0,40.0,120.0,20.0,,15.0,,,,,,,,,,,231.16527,100.0,0.5,stalzone-database/ru/items/armor/combat/_variants/2oqdl/11.json
2oqdl,2oqdl,12,True,Бронекостюм «Ворса»,armor/combat,Сталкер,Боевые,RANK_STALKER,PERSONAL_ON_USE,8.0,100.0,100.0,135.11238,,,,25.0,,,,,15.0,,70.0,,,184.0,75.0,20.0,20.0,20.0,130.0,40.0,120.0,20.0,,15.0,,,,,,,,,,,235.11238,100.0,0.5,stalzone-database/ru/items/armor/combat/_variants/2oqdl/12.json
2oqdl,2oqdl,13,True,Бронекостюм «Ворса»,armor/combat,Сталкер,Боевые,RANK_STALKER,PERSONAL_ON_USE,8.0,100.0,100.0,139.05951,,,,25.0,,,,,15.0,,70.0,,,184.0,75.0,20.0,20.0,20.0,130.0,40.0,120.0,20.0,,15.0,,,,,,,,,,,239.05950999999996,100.0,0.5,stalzone-database/ru/items/armor/combat/_variants/2oqdl/13.json
2oqdl,2oqdl,14,True,Бронекостюм «Ворса»,armor/combat,Сталкер,Боевые,RANK_STALKER,PERSONAL_ON_USE,8.0,100.0,100.0,143.00662,,,,25.0,,,,,15.0,,70.0,,,184.0,75.0,20.0,20.0,20.0,130.0,40.0,120.0,20.0,,15.0,,,,,,,,,,,243.00662,100.0,0.5,stalzone-database/ru/items/armor/combat/_variants/2oqdl/14.json
2oqdl,2oqdl,15,True,Бронекостюм «Ворса»,armor/combat,Сталкер,Боевые,RANK_STALKER,PERSONAL_ON_USE,8.0,100.0,100.0,154.84799,,,,25.0,,,,,15.0,,70.0,,,184.0,75.0,20.0,20.0,20.0,130.0,40.0,120.0,20.0,,15.0,,,,,,,,,,,254.84799000000004,100.0,0.5,stalzone-database/ru/items/armor/combat/_variants/2oqdl/15.json
2oqll,2oqll,0,False,Экзоброня «Егерь»,armor/combat,Ветеран,Боевые,RANK_VETERAN,PERSONAL_ON_USE,32.0,100.0,100.0,178.0,,,,25.0,,,,,35.0,,70.0,,,258.0,125.0,40.0,40.0,40.0,230.0,120.0,230.0,210.0,,25.0,,,,,,,,,,,278.0,100.0,0.5,stalzone-database/ru/items/armor/combat/2oqll.json
2oqll,2oqll,1,True,Экзоброня «Егерь»,armor/combat,Ветеран,Боевые,RANK_VETERAN,PERSONAL_ON_USE,32.0,100.0,100.0,180.54518,,,,25.0,,,,,35.0,,70.0,,,258.0,125.0,40.0,40.0,40.0,230.0,120.0,230.0,210.0,,25.0,,,,,,,,,,,280.54517999999996,100.0,0.5,stalzone-database/ru/items/armor/combat/_variants/2oqll/1.json
2oqll,2oqll,2,True,Экзоброня «Егерь»,armor/combat,Ветеран,Боевые,RANK_VETERAN,PERSONAL_ON_USE,32.0,100.0,100.0,183.09038,,,,25.0,,,,,35.0,,70.0,,,258.0,125.0,40.0,40.0,40.0,230.0,120.0,230.0,210.0,,25.0,,,,,,,,,,,283.09038,100.0,0.5,stalzone-database/ru/items/armor/combat/_variants/2oqll/2.json
2oqll,2oqll,3,True,Экзоброня «Егерь»,armor/combat,Ветеран,Боевые,RANK_VETERAN,PERSONAL_ON_USE,32.0,100.0,100.0,185.63556,,,,25.0,,,,,35.0,,70.0,,,258.0,125.0,40.0,40.0,40.0,230.0,120.0,230.0,210.0,,25.0,,,,,,,,,,,285.63556,100.0,0.5,stalzone-database/ru/items/armor/combat/_variants/2oqll/3.json
2oqll,2oqll,4,True,Экзоброня «Егерь»,armor/combat,Ветеран,Боевые,RANK_VETERAN,PERSONAL_ON_USE,32.0,100.0,100.0,188.18073,,,,25.0,,,,,35.0,,70.0,,,258.0,125.0,40.0,40.0,40.0,230.0,120.0,230.0,210.0,,25.0,,,,,,,,,,,288.18073000000004,100.0,0.5,stalzone-database/ru/items/armor/combat/_variants/2oqll/4.json
2oqll,2oqll,5,True,Экзоброня «Егерь»,armor/combat,Ветеран,Боевые,RANK_VETERAN,PERSONAL_ON_USE,32.0,100.0,100.0,195.81628,,,,25.0,,,,,35.0,,70.0,,,258.0,125.0,40.0,40.0,40.0,230.0,120.0,230.0,210.0,,25.0,,,,,,,,,,,295.81628,100.0,0.5,stalzone-database/ru/items/armor/combat/_variants/2oqll/5.json
